structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:18:5,219,2,2,80928;81928,34.48996353149414,114,train/branched_low_rough_7,42,train/branched_low_rough_7
206:18:9,219,2,2,70389;71421,39.88660430908203,114,train/branched_low_rough_7,42,train/branched_low_rough_7
206:10:79,220,2,2,78857;78858,40.643104553222656,117,train/branched_low_rough_6,44,train/branched_low_rough_6
206:18:5,220,4,4,79895;79897;81928;81929,34.677093505859375,117,train/branched_low_rough_6,44,train/branched_low_rough_6
206:10:79,221,2,2,78858;78859,40.929603576660156,110,train/branched_low_rough_6,40,train/branched_low_rough_6
206:10:66,222,4,4,98388;99420;100452;101484,13.93830680847168,107,train/branched_low_rough_7,42,train/branched_low_rough_7
206:10:79,222,2,2,78859;78860,41.17610168457031,107,train/branched_low_rough_7,42,train/branched_low_rough_7
206:18:5,222,3,3,79898;80930;81931,35.19809341430664,107,train/branched_low_rough_7,42,train/branched_low_rough_7
206:30:20,222,1,1,75784,46.934303283691406,107,train/branched_low_rough_7,42,train/branched_low_rough_7
206:10:79,223,2,2,78860;78861,41.436100006103516,107,train/branched_low_rough_7,41,train/branched_low_rough_7
206:18:5,223,4,4,79899;80931;81931;81932,35.4754638671875,107,train/branched_low_rough_7,41,train/branched_low_rough_7
206:10:79,224,2,2,78861;78862,41.77110290527344,112,train/branched_low_rough_6,43,train/branched_low_rough_6
206:18:5,224,2,2,79900;80933,35.80921936035156,112,train/branched_low_rough_6,43,train/branched_low_rough_6
206:10:79,225,2,2,78862;78863,42.036102294921875,111,train/branched_low_rough_7,44,train/branched_low_rough_7
206:18:5,225,3,3,79901;80933;81934,36.06108856201172,111,train/branched_low_rough_7,44,train/branched_low_rough_7
206:30:19,225,1,1,76822,46.83203887939453,111,train/branched_low_rough_7,44,train/branched_low_rough_7
206:254:8,225,4,4,86208;87240;87241;88273,17.135303497314453,111,train/branched_low_rough_7,44,train/branched_low_rough_7
206:10:78,226,1,1,81950,30.069841384887695,114,train/branched_low_rough_7,44,train/branched_low_rough_7
206:10:79,226,1,1,79896,42.28334426879883,114,train/branched_low_rough_7,44,train/branched_low_rough_7
206:30:19,226,1,1,76822,47.12004089355469,114,train/branched_low_rough_7,44,train/branched_low_rough_7
206:18:5,227,2,2,81935;81936,36.739837646484375,110,train/branched_low_rough_7,43,train/branched_low_rough_7
206:18:5,228,3,3,79903;81936;81937,36.989837646484375,122,train/branched_low_rough_3,47,train/branched_low_rough_7
206:30:19,228,1,1,76824,47.70804214477539,122,train/branched_low_rough_3,47,train/branched_low_rough_7
206:10:78,229,4,4,75822;76851;80952;81942,31.040199279785156,118,train/branched_low_rough_3,44,train/branched_low_rough_6
206:10:79,229,2,2,78866;78867,43.28559875488281,118,train/branched_low_rough_3,44,train/branched_low_rough_6
206:18:5,229,3,3,79904;80937;80938,37.349082946777344,118,train/branched_low_rough_3,44,train/branched_low_rough_6
206:30:20,229,1,1,75792,49.08029556274414,118,train/branched_low_rough_3,44,train/branched_low_rough_6
206:10:79,230,1,1,78867,43.693599700927734,117,train/branched_low_rough_3,43,train/branched_low_rough_6
206:18:5,230,2,2,80937;80938,37.61508560180664,117,train/branched_low_rough_3,43,train/branched_low_rough_6
206:30:19,230,1,1,75794,48.43130111694336,117,train/branched_low_rough_3,43,train/branched_low_rough_6
206:10:65,230,4,8,79956;79957;80987;80988,18.580738067626953,2,train/contacts_raised_sparse_7,1,train/solid_raised_sparse_1
206:10:64,230,2,49,78899;86050,25.121753692626953,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:79,231,2,2,78868;78869,43.89759826660156,121,train/branched_low_rough_1,47,train/branched_low_rough_7
206:30:19,231,1,1,76828,48.71504211425781,121,train/branched_low_rough_1,47,train/branched_low_rough_7
206:10:65,231,1,6,79957,19.398365020751953,2,train/contacts_raised_sparse_7,1,train/solid_raised_sparse_1
206:10:64,231,4,43,77866;78900;78901;86050,24.2047119140625,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:65,232,3,3,87103;89165;91197,21.009719848632812,118,train/branched_low_rough_1,44,train/branched_low_rough_7
206:10:79,232,2,2,78869;78870,44.265098571777344,120,train/branched_low_rough_1,45,train/branched_low_rough_7
206:18:5,232,1,1,79906,38.165348052978516,120,train/branched_low_rough_1,45,train/branched_low_rough_7
206:30:19,232,1,1,76828,49.03804016113281,120,train/branched_low_rough_1,45,train/branched_low_rough_7
206:10:65,233,3,3,88133;89164;91198,21.365440368652344,116,train/branched_low_rough_1,46,train/branched_low_rough_7
206:10:79,233,1,1,78870,44.57559585571289,118,train/branched_low_rough_1,47,train/branched_low_rough_7
206:18:5,233,1,1,80941,38.668087005615234,118,train/branched_low_rough_1,47,train/branched_low_rough_7
206:30:19,233,1,1,76829,49.33803939819336,118,train/branched_low_rough_1,47,train/branched_low_rough_7
206:10:64,233,2,47,77867;78900,24.777210235595703,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:65,234,4,4,88133;88134;89164;90165,21.598182678222656,118,train/branched_low_rough_1,47,train/branched_low_rough_7
206:10:78,234,1,1,76854,32.43804931640625,120,train/branched_low_rough_1,48,train/branched_low_rough_7
206:10:79,234,1,1,78871,44.951595306396484,120,train/branched_low_rough_1,48,train/branched_low_rough_7
206:18:5,234,3,3,78875;78876;80941,38.8446044921875,120,train/branched_low_rough_1,48,train/branched_low_rough_7
206:10:65,235,3,3,87101;88132;90166,21.943687438964844,101,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:78,235,3,3,75827;77855;79923,32.768348693847656,102,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:79,235,1,1,77839,45.26579284667969,103,train/branched_low_rough_1,38,train/branched_low_rough_7
206:18:5,235,2,2,79909;79910,39.286346435546875,103,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:78,235,2,3,75827;77855,32.845054626464844,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:65,236,3,3,87100;87101;89164,22.290178298950195,103,train/branched_low_rough_1,39,train/branched_low_rough_7
206:10:78,236,4,4,74790;77855;79923;79924,33.14495086669922,104,train/branched_low_rough_1,39,train/branched_low_rough_7
206:10:79,236,1,1,77840,45.56678771972656,105,train/branched_low_rough_1,40,train/branched_low_rough_7
206:18:5,236,2,2,79909;79910,39.593345642089844,105,train/branched_low_rough_1,40,train/branched_low_rough_7
206:10:64,236,2,38,76872;76874,26.208053588867188,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,236,2,4,74790;77855,33.087677001953125,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:65,237,2,2,87100;88132,22.482563018798828,115,train/branched_low_rough_1,46,train/branched_low_rough_7
206:10:78,237,2,2,79924;80952,33.523719787597656,116,train/branched_low_rough_1,46,train/branched_low_rough_7
206:10:79,237,2,2,77840;77841,45.94679260253906,117,train/branched_low_rough_1,47,train/branched_low_rough_7
206:18:5,237,1,1,78877,39.8546028137207,117,train/branched_low_rough_1,47,train/branched_low_rough_7
206:10:78,237,1,2,80952,33.44108963012695,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,238,1,1,75823,33.83530807495117,109,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:79,238,1,1,78873,46.25859832763672,109,train/branched_low_rough_1,42,train/branched_low_rough_7
206:18:5,238,2,2,78877;80943,40.24684143066406,109,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:65,239,1,1,89164,23.081174850463867,113,train/branched_low_rough_1,46,train/branched_low_rough_7
206:10:78,239,2,2,78888;79924,34.15897750854492,114,train/branched_low_rough_1,46,train/branched_low_rough_7
206:18:5,239,1,1,78878,40.55160140991211,115,train/branched_low_rough_1,47,train/branched_low_rough_7
206:10:78,239,1,2,78888,34.01960372924805,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:65,240,1,1,88131,23.638437271118164,102,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:79,240,1,1,77842,46.95879364013672,104,train/branched_low_rough_1,43,train/branched_low_rough_7
206:18:5,240,2,2,79911;79912,40.968345642089844,104,train/branched_low_rough_1,43,train/branched_low_rough_7
206:10:64,240,4,42,75836;75837;75838;75841,28.510311126708984,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,241,1,1,79921,34.800350189208984,101,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:79,241,1,1,77842,47.305789947509766,102,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:83,241,1,1,71120,35.45750427246094,102,train/branched_low_rough_1,38,train/branched_low_rough_7
206:18:5,241,1,1,77846,41.23479461669922,102,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:64,241,3,28,75835;75837;75839,27.663311004638672,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,242,1,1,74795,35.39955139160156,114,train/branched_low_rough_1,45,train/branched_low_rough_7
206:10:79,242,1,1,77842,47.66079330444336,114,train/branched_low_rough_1,45,train/branched_low_rough_7
206:10:82,242,1,1,62935,46.61036682128906,114,train/branched_low_rough_1,45,train/branched_low_rough_7
206:10:83,242,1,1,67021,34.05744171142578,114,train/branched_low_rough_1,45,train/branched_low_rough_7
206:18:5,242,2,2,79911;79912,41.66034698486328,114,train/branched_low_rough_1,45,train/branched_low_rough_7
206:10:64,242,3,35,75835;75837;75838,29.19230842590332,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,243,2,2,78888;79920,35.37447738647461,105,train/branched_low_rough_1,41,train/branched_low_rough_7
206:10:79,243,1,1,78874,48.140602111816406,106,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:83,243,4,4,69085;69088;70088;73181,33.86296844482422,106,train/branched_low_rough_1,42,train/branched_low_rough_7
206:18:5,243,2,2,78878;80944,42.028839111328125,106,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:64,243,3,23,76869;80962;80963,27.850093841552734,1,train/contacts_raised_sparse_7,0,
206:10:64,243,1,23,76869,29.585050582885742,1,train/solid_raised_sparse_1,1,train/solid_raised_sparse_1
206:10:78,244,3,3,77859;79920;80952,35.76008605957031,104,train/branched_low_rough_1,42,train/branched_low_rough_7
206:10:82,244,1,1,61903,45.83356475830078,105,train/branched_low_rough_1,43,train/branched_low_rough_7
206:18:5,244,1,1,79910,42.307342529296875,105,train/branched_low_rough_1,43,train/branched_low_rough_7
206:10:64,244,1,11,77866,28.56780433654785,1,train/contacts_raised_sparse_7,0,
206:10:64,245,2,2,77864;77865,30.10230255126953,102,train/branched_low_rough_1,39,train/branched_low_rough_7
206:10:82,245,1,1,60903,45.529808044433594,102,train/branched_low_rough_1,39,train/branched_low_rough_7
206:18:5,245,1,1,81944,42.77583694458008,102,train/branched_low_rough_1,39,train/branched_low_rough_7
206:10:78,246,1,1,81952,36.52783966064453,102,train/branched_low_rough_1,40,train/branched_low_rough_7
206:10:79,246,2,2,79906;79907,49.16834259033203,103,train/branched_low_rough_1,41,train/branched_low_rough_7
206:18:5,246,2,2,81943;81944,43.11733627319336,103,train/branched_low_rough_1,41,train/branched_low_rough_7
206:10:78,247,1,1,77855,36.98279571533203,94,train/branched_low_rough_1,35,train/branched_low_rough_7
206:10:79,247,1,1,80939,49.558074951171875,94,train/branched_low_rough_1,35,train/branched_low_rough_7
206:10:78,248,1,1,80951,37.169090270996094,100,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:82,248,1,1,60902,42.91481018066406,101,train/branched_low_rough_1,38,train/branched_low_rough_7
206:10:73,249,2,2,73164;75196,23.947282791137695,97,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:82,249,1,1,60903,44.08980941772461,97,train/branched_low_rough_1,37,train/branched_low_rough_7
206:18:5,249,2,2,81943;81944,44.16783142089844,97,train/branched_low_rough_1,37,train/branched_low_rough_7
206:10:73,250,4,4,74161;74172;76223;76226,23.47353744506836,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:78,250,1,1,80951,37.86808776855469,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:82,250,1,1,60903,43.68680953979492,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:18:5,250,1,1,81944,44.532833099365234,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,251,1,1,60903,43.45380783081055,99,train/branched_low_rough_1,35,train/branched_low_rough_7
206:18:5,251,1,1,79911,44.79134750366211,99,train/branched_low_rough_1,35,train/branched_low_rough_7
206:18:5,252,3,3,79911;80943;80944,45.128082275390625,98,train/branched_low_rough_1,36,train/branched_low_rough_7
206:10:82,254,1,1,60903,42.38680648803711,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:18:5,254,1,1,78879,45.83060073852539,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,255,2,2,60903;60904,42.040306091308594,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:21,255,4,4,61853;61854;62885;62886,48.82096862792969,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,256,1,1,60902,40.26580810546875,92,train/branched_low_rough_1,33,train/branched_low_rough_7
206:18:5,256,3,3,79912;80944;80945,46.53908157348633,91,train/branched_low_rough_1,32,train/branched_low_rough_7
206:20:2,256,4,4,81319;81321;81322;82322,14.524495124816895,92,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,256,4,4,61853;61854;62885;62886,48.57347106933594,92,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:82,257,1,1,59872,41.412078857421875,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:18:5,257,2,2,81945;81946,46.89433288574219,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:18:5,258,2,2,81945;81946,47.190338134765625,90,train/branched_low_rough_1,30,train/branched_low_rough_7
206:10:71,259,3,3,83324;83325;84357,13.200679779052734,96,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:75,260,2,2,75120;75121,20.788066864013672,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,260,2,2,59873;59874,40.41657638549805,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,261,1,1,59872,38.63908004760742,97,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:82,264,4,4,58843;58844;65001;65002,37.39259338378906,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:82,265,2,2,59874;65003,36.418983459472656,90,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:112,265,2,2,69909;69910,35.171199798583984,90,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:82,266,1,1,66002,34.99565124511719,93,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,266,3,3,60855;60856;61855,45.74380874633789,93,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:112,267,3,3,68908;68909;68911,35.020938873291016,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:11:1,267,4,4,78068;79103;80133;81167,20.937959671020508,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:21,267,2,2,62887;63919,45.38125991821289,97,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:82,268,1,1,66004,34.44465255737305,99,train/branched_low_rough_1,35,train/branched_low_rough_7
206:10:112,268,2,2,68908;68911,35.177940368652344,99,train/branched_low_rough_1,35,train/branched_low_rough_7
206:10:82,269,4,4,59878;59879;59880;66004,37.569580078125,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:112,269,3,3,68910;69906;69910,35.20894241333008,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,269,2,2,62889;63920,44.92975997924805,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:82,270,4,4,65006;66004;66005;67036,33.80815124511719,96,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:112,270,3,3,67874;68906;68910,35.022220611572266,96,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:112,271,2,2,67876;67877,35.038719177246094,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:113,272,4,4,66853;67884;67885;67888,34.052330017089844,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:21,272,2,2,61858;62890,44.093971252441406,95,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:113,273,4,4,67902;67903;68934;68935,33.15858459472656,95,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:21,273,3,3,61857;61858;63923,43.73957061767578,95,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:10:82,274,4,4,60912;66007;67039;67040,32.57954406738281,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,274,4,4,60858;61857;61858;62889,43.51519012451172,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:112,275,1,1,65805,34.83964920043945,96,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,276,4,4,60857;61857;61859;62889,42.858970642089844,96,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:23,276,2,2,73916;74948,22.971664428710938,96,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:21,277,1,1,61857,42.66657257080078,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:23,277,1,1,73914,22.916763305664062,94,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,278,3,3,61859;62891;63923,42.31237030029297,93,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:23,278,3,3,73913;74944;74945,23.164562225341797,93,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:21,279,3,3,60858;61858;62890,42.20280838012695,92,train/branched_low_rough_1,32,train/branched_low_rough_7
